arm,modalities,patch_size,tile_size,grid,tiles_per_sample,tokens_per_tile,batch_size,samples_per_s,ms_per_sample,step_s_median,step_s_mean,step_s_std,peak_mem_gb,gpu,model_size
s1,sentinel1,16,64,4,1,192,1843,2368.9772366485686,0.4221230936835495,0.7779728616587818,0.7778209223411977,0.00026233387809564086,10.811469554901123,NVIDIA L40S,base
s1,sentinel1,8,64,8,1,768,1710,594.6147329280178,1.6817612222216107,2.8758116899989545,2.876761179510504,0.002224643094192814,35.43017387390137,NVIDIA L40S,base
s1,sentinel1,4,32,16,4,768,1440,148.1858614169426,6.748282126500271,9.71752626216039,9.718861553259194,0.0041815267958783195,35.42799377441406,NVIDIA L40S,base
s1,sentinel1,4,64,16,1,3072,439,124.60416339970122,8.02541402081592,3.5231567551381886,3.531536784488708,0.017243832699294102,35.407991886138916,NVIDIA L40S,base
s1,sentinel1,2,32,32,4,3072,357,31.110485835207648,32.143503167935194,11.475230630952865,11.47869116999209,0.006772806469778266,34.941709995269775,NVIDIA L40S,base
s1,sentinel1,2,64,32,1,12288,110,18.690368712215086,53.50349238142371,5.885384161956608,5.885578138194978,0.017443463992529728,35.24265003204346,NVIDIA L40S,base
s1,sentinel1,1,16,64,16,3072,357,7.714534997680294,129.6254408464921,46.27628238219768,46.26879776120186,0.013244695819457234,34.89262247085571,NVIDIA L40S,base
